R,G,B,RGB,D
751.0,797.0,883.0,641.0,7
811.0,834.0,877.0,566.0,7
822.0,877.0,909.0,747.0,7
820.0,835.0,875.0,565.0,7
757.0,801.0,880.0,618.0,7
822.0,862.0,891.0,689.0,7
748.0,800.0,877.0,564.0,7
776.0,848.0,897.0,702.0,7
776.0,799.0,876.0,566.0,7
791.0,853.0,898.0,672.0,7
751.0,801.0,879.0,568.0,7
758.0,804.0,881.0,568.0,7
758.0,804.0,882.0,572.0,7
838.0,879.0,900.0,740.0,7
828.0,871.0,899.0,728.0,7
834.0,875.0,897.0,643.0,7
752.0,800.0,879.0,617.0,7
805.0,819.0,876.0,566.0,7
835.0,879.0,900.0,711.0,7
750.0,803.0,888.0,700.0,7
821.0,847.0,878.0,564.0,7
810.0,867.0,902.0,698.0,7
748.0,807.0,891.0,685.0,7
801.0,798.0,876.0,564.0,7
830.0,814.0,874.0,595.0,8
800.0,801.0,860.0,588.0,8
798.0,799.0,860.0,597.0,8
797.0,793.0,821.0,517.0,8
760.0,763.0,820.0,631.0,8
791.0,794.0,856.0,585.0,8
779.0,745.0,800.0,530.0,8
764.0,749.0,813.0,527.0,8
745.0,735.0,809.0,602.0,8
795.0,791.0,859.0,588.0,8
802.0,764.0,813.0,536.0,8
742.0,733.0,802.0,591.0,8
801.0,795.0,863.0,589.0,8
802.0,807.0,841.0,615.0,8
741.0,738.0,807.0,590.0,8
794.0,792.0,859.0,587.0,8
803.0,802.0,852.0,665.0,8
747.0,728.0,801.0,526.0,8
762.0,757.0,802.0,507.0,8
752.0,765.0,821.0,589.0,8
738.0,720.0,810.0,574.0,8
725.0,718.0,799.0,507.0,8
741.0,726.0,801.0,560.0,8
787.0,793.0,852.0,582.0,8
798.0,797.0,857.0,636.0,8
723.0,716.0,800.0,507.0,8
745.0,753.0,817.0,648.0,8
791.0,793.0,855.0,591.0,8
765.0,733.0,801.0,511.0,8
793.0,784.0,849.0,578.0,8
799.0,800.0,837.0,615.0,8
736.0,727.0,802.0,526.0,8
793.0,795.0,857.0,583.0,8
804.0,801.0,825.0,669.0,8
745.0,728.0,797.0,508.0,8
769.0,772.0,816.0,576.0,8
795.0,798.0,853.0,616.0,8
741.0,722.0,801.0,508.0,8
783.0,786.0,829.0,582.0,8
796.0,796.0,856.0,618.0,8
762.0,751.0,800.0,510.0,8
768.0,770.0,823.0,574.0,8
793.0,795.0,847.0,613.0,8
744.0,719.0,800.0,508.0,8
769.0,750.0,801.0,511.0,8
770.0,772.0,802.0,510.0,8
794.0,802.0,846.0,579.0,8
805.0,810.0,849.0,582.0,8
804.0,807.0,855.0,581.0,8
804.0,813.0,843.0,602.0,8
740.0,744.0,816.0,606.0,8
734.0,755.0,813.0,610.0,8
742.0,764.0,818.0,620.0,8
733.0,750.0,814.0,615.0,8
774.0,768.0,834.0,624.0,8
792.0,793.0,863.0,607.0,8
795.0,768.0,803.0,515.0,8
775.0,761.0,803.0,510.0,8
765.0,738.0,804.0,529.0,8
782.0,770.0,828.0,570.0,8
791.0,781.0,848.0,624.0,8
793.0,796.0,858.0,628.0,8
727.0,723.0,801.0,563.0,8
780.0,787.0,850.0,579.0,8
748.0,727.0,802.0,515.0,8
789.0,786.0,843.0,572.0,8
799.0,797.0,825.0,541.0,8
746.0,766.0,822.0,597.0,8
767.0,770.0,825.0,611.0,8
774.0,755.0,824.0,585.0,8
787.0,763.0,822.0,577.0,8
786.0,783.0,825.0,572.0,8
753.0,761.0,824.0,575.0,8
740.0,756.0,820.0,530.0,8
745.0,755.0,817.0,548.0,8
747.0,759.0,816.0,597.0,8
793.0,791.0,855.0,581.0,8
793.0,771.0,811.0,511.0,8
794.0,799.0,848.0,611.0,8
800.0,813.0,859.0,635.0,8
758.0,739.0,815.0,592.0,8
742.0,738.0,813.0,599.0,8
736.0,726.0,801.0,561.0,8
748.0,725.0,799.0,512.0,8
774.0,762.0,802.0,514.0,8
785.0,745.0,804.0,529.0,8
784.0,775.0,829.0,563.0,8
804.0,793.0,818.0,575.0,8
757.0,730.0,801.0,510.0,8
770.0,764.0,801.0,509.0,8
759.0,731.0,802.0,535.0,8
729.0,732.0,813.0,626.0,8
734.0,757.0,816.0,593.0,8
796.0,805.0,853.0,580.0,8
806.0,798.0,829.0,602.0,8
740.0,753.0,818.0,603.0,8
788.0,789.0,850.0,589.0,8
747.0,746.0,804.0,514.0,8
785.0,786.0,841.0,610.0,8
795.0,796.0,859.0,585.0,8
902.0,901.0,947.0,718.0,9
878.0,891.0,934.0,707.0,9
877.0,889.0,931.0,705.0,9
877.0,889.0,931.0,704.0,9
889.0,915.0,934.0,705.0,9
878.0,896.0,934.0,752.0,9
895.0,895.0,954.0,735.0,9
896.0,904.0,937.0,702.0,9
875.0,898.0,941.0,764.0,9
892.0,894.0,953.0,759.0,9
888.0,910.0,933.0,708.0,9
888.0,912.0,943.0,751.0,9
874.0,888.0,937.0,758.0,9
889.0,892.0,930.0,706.0,9
890.0,920.0,942.0,753.0,9
878.0,907.0,939.0,770.0,9
895.0,893.0,951.0,746.0,9
889.0,903.0,930.0,702.0,9
897.0,914.0,957.0,749.0,9
896.0,904.0,955.0,787.0,9
881.0,882.0,931.0,708.0,9
902.0,902.0,955.0,746.0,9
897.0,921.0,946.0,729.0,9
880.0,902.0,929.0,756.0,9
884.0,885.0,937.0,764.0,9
898.0,895.0,951.0,741.0,9
895.0,915.0,934.0,713.0,9
887.0,911.0,950.0,778.0,9
900.0,895.0,952.0,748.0,9
894.0,917.0,934.0,705.0,9
881.0,901.0,945.0,739.0,9
898.0,896.0,953.0,747.0,9
889.0,882.0,933.0,704.0,9
896.0,914.0,954.0,748.0,9
896.0,906.0,954.0,794.0,9
885.0,879.0,935.0,704.0,9
901.0,926.0,957.0,767.0,9
900.0,916.0,953.0,784.0,9
874.0,888.0,933.0,734.0,9
897.0,916.0,951.0,739.0,9
900.0,927.0,948.0,754.0,9
878.0,908.0,943.0,776.0,9
893.0,897.0,952.0,736.0,9
895.0,903.0,952.0,734.0,9
896.0,924.0,952.0,774.0,9
894.0,912.0,949.0,780.0,9
873.0,886.0,938.0,749.0,9
898.0,922.0,954.0,741.0,9
898.0,921.0,950.0,777.0,9
875.0,895.0,938.0,759.0,9
897.0,901.0,950.0,735.0,9
894.0,923.0,942.0,707.0,9
885.0,916.0,954.0,777.0,9
889.0,894.0,954.0,751.0,9
888.0,885.0,949.0,727.0,9
897.0,922.0,957.0,757.0,9
892.0,912.0,958.0,783.0,9
875.0,884.0,938.0,739.0,9
900.0,903.0,953.0,734.0,9
896.0,915.0,944.0,711.0,9
878.0,903.0,942.0,770.0,9
894.0,898.0,952.0,751.0,9
894.0,914.0,931.0,708.0,9
897.0,924.0,955.0,780.0,9
894.0,899.0,954.0,761.0,9
882.0,886.0,934.0,709.0,9
900.0,916.0,955.0,747.0,9
898.0,920.0,956.0,798.0,9
886.0,894.0,954.0,758.0,9
891.0,895.0,953.0,736.0,9
894.0,925.0,948.0,709.0,9
881.0,909.0,944.0,773.0,9
875.0,883.0,938.0,751.0,9
880.0,880.0,938.0,708.0,9
893.0,923.0,948.0,740.0,9
898.0,929.0,952.0,791.0,9
875.0,889.0,937.0,758.0,9
895.0,913.0,947.0,732.0,9
899.0,922.0,955.0,766.0,9
897.0,914.0,957.0,788.0,9
893.0,900.0,955.0,756.0,9
886.0,887.0,936.0,716.0,9
896.0,915.0,938.0,732.0,9
881.0,888.0,934.0,711.0,9
895.0,920.0,957.0,744.0,9
895.0,912.0,960.0,786.0,9
894.0,898.0,956.0,766.0,9
876.0,884.0,941.0,751.0,9
892.0,885.0,933.0,716.0,9
893.0,904.0,928.0,703.0,9
898.0,926.0,959.0,780.0,9
894.0,900.0,955.0,777.0,9
900.0,892.0,956.0,735.0,9
900.0,910.0,955.0,726.0,9
883.0,906.0,936.0,754.0,9
894.0,918.0,955.0,772.0,9
900.0,922.0,960.0,795.0,9
892.0,905.0,961.0,782.0,9
891.0,898.0,956.0,787.0,9
893.0,898.0,957.0,758.0,9
933.0,967.0,969.0,806.0,10
913.0,960.0,962.0,812.0,10
908.0,959.0,956.0,793.0,10
910.0,958.0,963.0,810.0,10
903.0,958.0,957.0,791.0,10
909.0,956.0,965.0,815.0,10
902.0,955.0,954.0,787.0,10
908.0,956.0,965.0,815.0,10
909.0,958.0,954.0,792.0,10
913.0,959.0,965.0,820.0,10
914.0,960.0,953.0,796.0,10
915.0,961.0,960.0,816.0,10
913.0,958.0,956.0,795.0,10
913.0,960.0,962.0,816.0,10
908.0,957.0,952.0,788.0,10
911.0,958.0,963.0,812.0,10
905.0,956.0,951.0,786.0,10
906.0,953.0,963.0,813.0,10
901.0,954.0,952.0,783.0,10
905.0,954.0,965.0,814.0,10
902.0,957.0,956.0,793.0,10
911.0,958.0,965.0,815.0,10
909.0,957.0,955.0,794.0,10
913.0,957.0,964.0,815.0,10
914.0,958.0,955.0,796.0,10
912.0,958.0,964.0,815.0,10
901.0,956.0,957.0,790.0,10
909.0,957.0,967.0,818.0,10
904.0,957.0,956.0,787.0,10
906.0,957.0,960.0,809.0,10
906.0,955.0,960.0,797.0,10
912.0,960.0,955.0,810.0,10
910.0,957.0,965.0,823.0,10
913.0,960.0,953.0,795.0,10
914.0,960.0,964.0,817.0,10
902.0,956.0,953.0,789.0,10
908.0,957.0,962.0,817.0,10
906.0,956.0,953.0,791.0,10
911.0,961.0,961.0,814.0,10
906.0,956.0,952.0,786.0,10
907.0,958.0,954.0,799.0,10
906.0,955.0,958.0,792.0,10
909.0,959.0,955.0,797.0,10
906.0,954.0,961.0,801.0,10
904.0,957.0,954.0,797.0,10
908.0,956.0,963.0,800.0,10
913.0,963.0,955.0,806.0,10
907.0,958.0,961.0,809.0,10
905.0,962.0,954.0,799.0,10
907.0,961.0,963.0,819.0,10
915.0,967.0,954.0,801.0,10
916.0,964.0,961.0,817.0,10
906.0,959.0,952.0,791.0,10
911.0,961.0,965.0,828.0,10
911.0,959.0,951.0,798.0,10
913.0,960.0,964.0,822.0,10
905.0,956.0,953.0,792.0,10
909.0,961.0,964.0,824.0,10
911.0,961.0,955.0,796.0,10
914.0,963.0,958.0,819.0,10
908.0,960.0,961.0,816.0,10
909.0,962.0,951.0,792.0,10
913.0,960.0,964.0,826.0,10
910.0,963.0,952.0,797.0,10
915.0,963.0,962.0,817.0,10
905.0,959.0,952.0,789.0,10
908.0,961.0,960.0,817.0,10
907.0,959.0,954.0,797.0,10
915.0,963.0,953.0,801.0,10
910.0,961.0,957.0,802.0,10
908.0,962.0,954.0,792.0,10
909.0,960.0,965.0,822.0,10
905.0,963.0,953.0,797.0,10
910.0,965.0,955.0,807.0,10
907.0,961.0,956.0,797.0,10
911.0,964.0,955.0,798.0,10
913.0,962.0,962.0,808.0,10
910.0,963.0,956.0,796.0,10
908.0,963.0,955.0,794.0,10
906.0,960.0,953.0,793.0,10
906.0,959.0,953.0,793.0,10
907.0,960.0,953.0,793.0,10
907.0,960.0,953.0,793.0,10
907.0,960.0,953.0,793.0,10
907.0,960.0,953.0,793.0,10
906.0,959.0,953.0,792.0,10
906.0,959.0,952.0,792.0,10
906.0,960.0,953.0,793.0,10
909.0,956.0,967.0,825.0,10
905.0,956.0,952.0,806.0,10
908.0,958.0,963.0,816.0,10
911.0,962.0,955.0,813.0,10
905.0,955.0,961.0,805.0,10
906.0,959.0,953.0,806.0,10
905.0,954.0,964.0,821.0,10
911.0,958.0,956.0,794.0,10
909.0,957.0,964.0,811.0,10
904.0,956.0,954.0,788.0,10
907.0,955.0,966.0,818.0,10
904.0,950.0,965.0,815.0,10
938.0,967.0,990.0,833.0,11
917.0,959.0,982.0,823.0,11
914.0,958.0,979.0,817.0,11
912.0,956.0,982.0,821.0,11
912.0,957.0,978.0,827.0,11
913.0,958.0,979.0,817.0,11
914.0,960.0,979.0,830.0,11
914.0,957.0,980.0,818.0,11
916.0,959.0,979.0,827.0,11
911.0,957.0,980.0,816.0,11
912.0,955.0,981.0,822.0,11
910.0,958.0,980.0,826.0,11
916.0,957.0,983.0,824.0,11
910.0,957.0,979.0,829.0,11
912.0,957.0,981.0,820.0,11
913.0,959.0,979.0,828.0,11
912.0,957.0,983.0,821.0,11
913.0,959.0,978.0,831.0,11
918.0,958.0,980.0,822.0,11
914.0,960.0,980.0,825.0,11
915.0,958.0,981.0,821.0,11
915.0,959.0,979.0,825.0,11
913.0,957.0,981.0,822.0,11
909.0,958.0,982.0,820.0,11
911.0,956.0,981.0,827.0,11
911.0,959.0,980.0,818.0,11
916.0,961.0,980.0,832.0,11
917.0,959.0,980.0,821.0,11
918.0,960.0,978.0,827.0,11
915.0,957.0,981.0,818.0,11
913.0,959.0,980.0,828.0,11
911.0,954.0,987.0,819.0,11
912.0,958.0,981.0,829.0,11
911.0,954.0,985.0,819.0,11
914.0,959.0,980.0,828.0,11
916.0,953.0,980.0,818.0,11
916.0,958.0,979.0,829.0,11
918.0,954.0,980.0,819.0,11
915.0,959.0,980.0,829.0,11
912.0,955.0,985.0,821.0,11
913.0,957.0,983.0,828.0,11
911.0,953.0,989.0,821.0,11
910.0,956.0,981.0,830.0,11
912.0,951.0,988.0,822.0,11
918.0,959.0,978.0,834.0,11
915.0,954.0,981.0,821.0,11
921.0,961.0,981.0,834.0,11
913.0,957.0,987.0,823.0,11
916.0,959.0,979.0,833.0,11
915.0,958.0,982.0,821.0,11
919.0,959.0,982.0,834.0,11
912.0,954.0,990.0,822.0,11
914.0,957.0,982.0,832.0,11
915.0,958.0,984.0,824.0,11
918.0,959.0,980.0,835.0,11
917.0,956.0,983.0,825.0,11
918.0,959.0,982.0,832.0,11
911.0,955.0,991.0,826.0,11
914.0,957.0,984.0,831.0,11
912.0,952.0,989.0,821.0,11
912.0,957.0,979.0,831.0,11
916.0,953.0,987.0,825.0,11
917.0,958.0,981.0,821.0,11
918.0,956.0,982.0,829.0,11
913.0,957.0,989.0,822.0,11
913.0,959.0,983.0,829.0,11
912.0,953.0,984.0,817.0,11
914.0,957.0,980.0,828.0,11
911.0,952.0,984.0,822.0,11
917.0,959.0,980.0,831.0,11
913.0,958.0,983.0,832.0,11
920.0,963.0,981.0,837.0,11
918.0,958.0,980.0,821.0,11
915.0,958.0,979.0,831.0,11
911.0,958.0,978.0,823.0,11
916.0,961.0,976.0,821.0,11
915.0,959.0,978.0,819.0,11
916.0,961.0,979.0,825.0,11
915.0,959.0,981.0,820.0,11
918.0,962.0,977.0,828.0,11
916.0,957.0,981.0,820.0,11
918.0,962.0,978.0,829.0,11
916.0,958.0,979.0,820.0,11
919.0,962.0,978.0,827.0,11
917.0,959.0,979.0,824.0,11
916.0,961.0,979.0,820.0,11
915.0,958.0,981.0,820.0,11
915.0,960.0,979.0,824.0,11
918.0,957.0,982.0,821.0,11
918.0,962.0,979.0,831.0,11
918.0,958.0,979.0,821.0,11
919.0,962.0,978.0,829.0,11
914.0,957.0,982.0,819.0,11
916.0,961.0,981.0,832.0,11
916.0,956.0,983.0,818.0,11
916.0,960.0,981.0,829.0,11
915.0,958.0,981.0,819.0,11
917.0,962.0,979.0,829.0,11
916.0,958.0,980.0,821.0,11
915.0,960.0,979.0,825.0,11
847.0,895.0,926.0,663.0,12
818.0,885.0,910.0,653.0,12
817.0,884.0,907.0,651.0,12
856.0,908.0,929.0,743.0,12
843.0,890.0,927.0,695.0,12
814.0,893.0,903.0,659.0,12
866.0,915.0,935.0,702.0,12
859.0,909.0,915.0,690.0,12
818.0,894.0,913.0,725.0,12
859.0,910.0,926.0,701.0,12
852.0,907.0,908.0,659.0,12
818.0,915.0,922.0,746.0,12
841.0,908.0,929.0,704.0,12
847.0,904.0,910.0,660.0,12
837.0,912.0,924.0,760.0,12
849.0,907.0,926.0,711.0,12
858.0,903.0,913.0,657.0,12
863.0,916.0,935.0,781.0,12
880.0,927.0,938.0,758.0,12
875.0,916.0,934.0,713.0,12
818.0,887.0,908.0,706.0,12
861.0,908.0,922.0,720.0,12
817.0,883.0,913.0,711.0,12
871.0,908.0,926.0,696.0,12
866.0,919.0,936.0,726.0,12
816.0,889.0,906.0,697.0,12
872.0,916.0,927.0,698.0,12
859.0,917.0,935.0,745.0,12
810.0,886.0,910.0,657.0,12
863.0,917.0,935.0,756.0,12
851.0,911.0,927.0,702.0,12
871.0,915.0,915.0,664.0,12
820.0,890.0,919.0,725.0,12
864.0,906.0,927.0,698.0,12
853.0,905.0,927.0,698.0,12
859.0,912.0,922.0,730.0,12
820.0,887.0,907.0,691.0,12
880.0,922.0,937.0,718.0,12
854.0,907.0,931.0,756.0,12
862.0,904.0,913.0,654.0,12
826.0,901.0,919.0,752.0,12
854.0,901.0,925.0,698.0,12
882.0,924.0,939.0,783.0,12
845.0,902.0,926.0,739.0,12
874.0,919.0,929.0,681.0,12
820.0,900.0,922.0,742.0,12
814.0,883.0,907.0,681.0,12
861.0,907.0,910.0,656.0,12
858.0,911.0,933.0,759.0,12
849.0,903.0,927.0,723.0,12
868.0,907.0,927.0,697.0,12
880.0,926.0,939.0,742.0,12
857.0,922.0,938.0,768.0,12
814.0,885.0,905.0,672.0,12
872.0,909.0,925.0,700.0,12
862.0,910.0,924.0,734.0,12
819.0,886.0,910.0,707.0,12
872.0,916.0,930.0,701.0,12
856.0,909.0,930.0,703.0,12
854.0,909.0,927.0,701.0,12
859.0,916.0,932.0,700.0,12
859.0,920.0,939.0,767.0,12
848.0,911.0,935.0,765.0,12
864.0,905.0,925.0,726.0,12
865.0,916.0,915.0,660.0,12
848.0,917.0,923.0,747.0,12
815.0,902.0,912.0,729.0,12
836.0,891.0,906.0,712.0,12
879.0,926.0,928.0,703.0,12
869.0,920.0,939.0,771.0,12
849.0,919.0,938.0,776.0,12
831.0,885.0,903.0,665.0,12
852.0,889.0,900.0,658.0,12
865.0,910.0,933.0,705.0,12
859.0,917.0,938.0,765.0,12
843.0,906.0,936.0,776.0,12
866.0,886.0,910.0,662.0,12
858.0,908.0,903.0,655.0,12
852.0,910.0,915.0,655.0,12
826.0,903.0,922.0,740.0,12
850.0,906.0,926.0,700.0,12
874.0,907.0,928.0,699.0,12
871.0,918.0,926.0,699.0,12
878.0,920.0,929.0,748.0,12
815.0,884.0,912.0,665.0,12
870.0,917.0,931.0,764.0,12
850.0,908.0,930.0,742.0,12
857.0,904.0,908.0,656.0,12
832.0,909.0,923.0,725.0,12
847.0,903.0,924.0,697.0,12
864.0,913.0,922.0,710.0,12
819.0,891.0,914.0,726.0,12
870.0,912.0,926.0,698.0,12
865.0,921.0,935.0,747.0,12
817.0,886.0,907.0,675.0,12
875.0,918.0,932.0,700.0,12
856.0,918.0,934.0,747.0,12
810.0,882.0,906.0,663.0,12
872.0,917.0,932.0,700.0,12
857.0,917.0,935.0,753.0,12
751.0,784.0,850.0,519.0,13
718.0,772.0,829.0,511.0,13
717.0,770.0,824.0,509.0,13
716.0,769.0,823.0,508.0,13
717.0,769.0,823.0,508.0,13
716.0,770.0,823.0,508.0,13
730.0,811.0,852.0,592.0,13
711.0,768.0,822.0,509.0,13
783.0,822.0,846.0,582.0,13
716.0,766.0,821.0,508.0,13
770.0,816.0,851.0,585.0,13
709.0,771.0,828.0,549.0,13
749.0,786.0,824.0,509.0,13
714.0,772.0,838.0,598.0,13
777.0,824.0,851.0,612.0,13
713.0,769.0,821.0,542.0,13
770.0,801.0,835.0,512.0,13
720.0,770.0,829.0,567.0,13
766.0,800.0,837.0,507.0,13
714.0,770.0,826.0,508.0,13
782.0,826.0,850.0,568.0,13
711.0,769.0,823.0,507.0,13
734.0,809.0,852.0,624.0,13
730.0,768.0,818.0,509.0,13
740.0,820.0,865.0,655.0,13
750.0,767.0,817.0,509.0,13
785.0,832.0,866.0,655.0,13
702.0,765.0,820.0,508.0,13
781.0,827.0,858.0,660.0,13
707.0,766.0,823.0,509.0,13
761.0,813.0,860.0,591.0,13
715.0,769.0,841.0,596.0,13
797.0,843.0,864.0,639.0,13
712.0,775.0,843.0,628.0,13
784.0,817.0,838.0,509.0,13
726.0,797.0,854.0,643.0,13
770.0,779.0,817.0,506.0,13
758.0,819.0,857.0,577.0,13
708.0,770.0,825.0,508.0,13
755.0,808.0,856.0,560.0,13
713.0,772.0,826.0,558.0,13
781.0,823.0,843.0,528.0,13
720.0,800.0,846.0,619.0,13
739.0,768.0,821.0,510.0,13
750.0,835.0,871.0,686.0,13
759.0,770.0,821.0,509.0,13
715.0,773.0,825.0,515.0,13
780.0,827.0,849.0,572.0,13
715.0,773.0,822.0,512.0,13
762.0,803.0,844.0,513.0,13
717.0,774.0,836.0,590.0,13
772.0,815.0,847.0,525.0,13
719.0,776.0,839.0,610.0,13
771.0,800.0,818.0,511.0,13
724.0,787.0,849.0,599.0,13
726.0,769.0,819.0,507.0,13
767.0,822.0,854.0,602.0,13
706.0,771.0,825.0,508.0,13
747.0,814.0,850.0,609.0,13
707.0,771.0,823.0,514.0,13
775.0,819.0,845.0,560.0,13
722.0,770.0,824.0,542.0,13
776.0,823.0,846.0,515.0,13
717.0,781.0,845.0,624.0,13
786.0,831.0,847.0,515.0,13
714.0,781.0,833.0,570.0,13
760.0,819.0,846.0,540.0,13
713.0,789.0,825.0,545.0,13
776.0,837.0,849.0,552.0,13
717.0,784.0,833.0,570.0,13
761.0,801.0,823.0,515.0,13
721.0,800.0,859.0,649.0,13
730.0,777.0,830.0,512.0,13
755.0,826.0,858.0,619.0,13
706.0,778.0,825.0,513.0,13
775.0,833.0,852.0,616.0,13
711.0,780.0,836.0,589.0,13
770.0,803.0,813.0,511.0,13
724.0,796.0,848.0,631.0,13
767.0,782.0,822.0,513.0,13
732.0,818.0,853.0,608.0,13
704.0,778.0,825.0,512.0,13
761.0,829.0,852.0,586.0,13
714.0,781.0,831.0,574.0,13
754.0,771.0,816.0,511.0,13
751.0,821.0,858.0,639.0,13
707.0,773.0,831.0,562.0,13
759.0,791.0,822.0,509.0,13
720.0,816.0,859.0,652.0,13
752.0,771.0,829.0,512.0,13
767.0,831.0,855.0,626.0,13
716.0,773.0,819.0,514.0,13
776.0,829.0,853.0,541.0,13
710.0,780.0,835.0,595.0,13
776.0,803.0,824.0,513.0,13
727.0,804.0,849.0,597.0,13
707.0,776.0,824.0,511.0,13
757.0,824.0,854.0,610.0,13
715.0,773.0,835.0,587.0,13
776.0,819.0,832.0,511.0,13
